date,T_high,T_low,h_rain,h_snow,h_all_precip
2014-10-19,,,,,
2014-10-20,,,,,
2014-10-21,,,,,
2014-10-22,,,,,
2014-10-23,,,,,
2014-10-24,,,,,
2014-10-25,,,,,
2014-10-26,,,,,
2014-10-27,,,,,
2014-10-28,,,,,
2014-10-29,,,,,
2014-10-30,,,,,
2014-10-31,,,,,
2014-11-01,,,0.0,0.0,0.0
2014-11-02,,,0.0,0.0,0.0
2014-11-03,,,0.0,0.0,0.0
2014-11-04,,,7.2,0.0,7.2
2014-11-05,,,0.0,0.0,0.0
2014-11-06,,,3.4,0.0,3.4
2014-11-07,,,0.8,0.0,0.8
2014-11-08,,,2.5,0.0,2.5
2014-11-09,,,0.0,0.0,0.0
2014-11-10,,,0.8,0.0,0.8
2014-11-11,,,0.0,0.0,0.0
2014-11-12,,,0.0,0.0,0.0
2014-11-13,,,0.0,0.0,0.0
2014-11-14,,,0.0,0.0,0.0
2014-11-15,,,0.0,0.0,0.0
2014-11-16,,,0.4,50.0,4.2
2014-11-17,,,0.0,0.0,4.4
2014-11-18,,,0.0,30.0,1.8
2014-11-19,,,0.0,20.0,1.6
2014-11-20,,,0.0,0.0,0.0
2014-11-21,,,0.0,0.0,0.0
2014-11-22,,,2.8,0.0,2.8
2014-11-23,,,18.2,0.0,18.2
2014-11-24,,,1.2,0.0,1.2
2014-11-25,,,0.0,0.0,0.0
2014-11-26,,,0.0,0.0,0.2
2014-11-27,,,0.0,0.0,0.0
2014-11-28,,,0.0,0.0,0.0
2014-11-29,,,0.0,0.0,0.0
2014-11-30,,,0.6,0.0,0.6
2014-12-01,,,0.3,0.0,0.3
2014-12-02,,,0.0,0.0,1.4
2014-12-03,,,0.0,0.0,0.4
2014-12-04,,,0.0,0.0,0.0
2014-12-05,,,0.0,0.0,0.0
2014-12-06,,,0.0,0.0,0.0
2014-12-07,,,0.0,0.0,0.0
2014-12-08,,,0.8,0.0,0.8
2014-12-09,,,0.0,0.0,0.0
2014-12-10,,,0.0,140.0,14.8
2014-12-11,,,0.0,80.0,7.2
2014-12-12,,,0.0,0.0,0.0
2014-12-13,,,0.0,0.0,0.0
2014-12-14,,,0.0,0.0,0.0
2014-12-15,,,0.0,0.0,0.0
2014-12-16,,,1.2,0.0,1.2
2014-12-17,,,0.0,0.0,0.0
2014-12-18,,,0.0,0.0,0.0
2014-12-19,,,0.0,0.0,0.0
2014-12-20,,,0.0,0.0,0.0
2014-12-21,,,0.0,0.0,0.0
2014-12-22,,,0.0,0.0,0.0
2014-12-23,,,0.0,0.0,0.0
2014-12-24,,,3.3,0.0,3.3
2014-12-25,,,0.0,0.0,0.0
2014-12-26,,,0.0,0.0,0.0
2014-12-27,,,0.0,0.0,0.0
2014-12-28,,,0.0,0.0,0.0
2014-12-29,,,0.0,0.0,0.0
2014-12-30,,,0.0,0.0,0.0
2014-12-31,,,0.0,0.0,0.0
